Rank Number,Institution,Country,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score,Global_Region,Overall_Score_Normalized
1443,Umm Al-Qura University,Saudi Arabia,11,,,,1389,68.4,Asia,0.0650887573964498
1444,Royal Veterinary College,United Kingdom,74,280,,,1412,68.4,Europe,0.0650887573964498
1445,"University of Santiago, Chile",Chile,8,,916,,1398,68.4,America,0.0650887573964498
1446,University of South Alabama,USA,259,,,,1390,68.4,America,0.0650887573964498
1447,Oslo Metropolitan University,Norway,8,,,,1391,68.4,Europe,0.0650887573964498
1448,Indian Institute of Management Calcutta,India,40,,53,,,68.4,Asia,0.0650887573964498
1449,Shanghai University of Engineering Science,China,258,,1652,,1395,68.4,Asia,0.0650887573964498
1450,University of the Aegean,Greece,9,,,,1393,68.3,Europe,0.06213017751479274
1451,West University of Timișoara,Romania,6,,,,1394,68.3,Europe,0.06213017751479274
1452,Cha University,South Korea,44,,,,1396,68.3,Asia,0.06213017751479274
1453,University of Bradford,United Kingdom,75,,378,,1473,68.3,Europe,0.06213017751479274
1454,Hyogo Medical University,Japan,70,,,,1397,68.3,Asia,0.06213017751479274
1455,Federal University of Technology - Paraná,Brazil,36,,,,1399,68.3,America,0.06213017751479274
1456,Bowdoin College,USA,260,116,98,,,68.3,America,0.06213017751479274
1457,Cayetano Heredia Peruvian University,Peru,1,,,,1400,68.3,America,0.06213017751479274
1458,Hofstra University,USA,261,511,637,,1429,68.3,America,0.06213017751479274
1459,University of Warmia and Mazury in Olsztyn,Poland,24,,,,1401,68.3,Europe,0.06213017751479274
1460,University of Central Lancashire,United Kingdom,76,,1427,,1405,68.3,Europe,0.06213017751479274
1461,Istanbul Aydın University,Turkey,23,,,,1403,68.3,Asia,0.06213017751479274
1462,University of the Ryukyus,Japan,71,,,,1404,68.3,Asia,0.06213017751479274
1463,Leuphana University of Lüneburg,Germany,60,,,,1406,68.3,Europe,0.06213017751479274
1464,Menoufia University,Egypt,12,,,,1407,68.3,Africa,0.06213017751479274
1465,University of Beira Interior,Portugal,8,,,,1408,68.3,Europe,0.06213017751479274
1466,Dalian Polytechnic University,China,259,,1262,,1409,68.3,Asia,0.06213017751479274
1467,Xinjiang Medical University,China,260,,,,1410,68.3,Asia,0.06213017751479274
1468,Hangzhou Medical College,China,261,,,,1411,68.3,Asia,0.06213017751479274
1469,University of Dayton,USA,262,209,189,,1729,68.3,America,0.06213017751479274
1470,Fukuoka University,Japan,72,,,,1413,68.3,Asia,0.06213017751479274
1471,Ibero-American University,Mexico,11,,217,,1612,68.3,America,0.06213017751479274
1472,University of Latvia,Latvia,1,,,,1415,68.3,Europe,0.06213017751479274
1473,Poznań University of Technology,Poland,25,,,,1416,68.2,Europe,0.0591715976331361
1474,Benha University,Egypt,13,,,,1417,68.2,Africa,0.0591715976331361
1475,University of Health Sciences,Turkey,24,,,,1418,68.2,Asia,0.0591715976331361
1476,Saitama University,Japan,73,405,999,,1433,68.2,Asia,0.0591715976331361
1477,Williams College,USA,263,199,108,,,68.2,America,0.0591715976331361
1478,Kafrelsheikh University,Egypt,14,,,,1419,68.2,Africa,0.0591715976331361
1479,Ilia State University,Georgia,2,,,,1420,68.2,Asia,0.0591715976331361
1480,University of Peshawar,Pakistan,8,,,,1421,68.2,Asia,0.0591715976331361
1481,Uludağ University,Turkey,25,,,,1423,68.2,Asia,0.0591715976331361
1482,Medical University of Lublin,Poland,26,,,,1424,68.2,Europe,0.0591715976331361
1483,Seoul National University of Science and Technology,South Korea,45,,,,1425,68.2,Asia,0.0591715976331361
1484,Pontifical Catholic University of Valparaíso,Chile,9,,,,1426,68.2,America,0.0591715976331361
1485,Pomeranian Medical University in Szczecin,Poland,27,,,,1427,68.2,Europe,0.0591715976331361
1486,University of Limoges,France,57,,,,1428,68.2,Europe,0.0591715976331361
1487,University of Missouri-St. Louis,USA,264,,255,,1586,68.2,America,0.0591715976331361
1488,Western Norway University of Applied Sciences,Norway,9,,,,1430,68.2,Europe,0.0591715976331361
1489,University of International Business and Economics,China,262,,375,,1518,68.2,Asia,0.0591715976331361
1490,TOBB University of Economics and Technology,Turkey,26,,,,1431,68.2,Asia,0.0591715976331361
1491,University of Isfahan,Iran,21,,,,1432,68.2,Asia,0.0591715976331361
1492,De Montfort University,United Kingdom,77,,1402,,1436,68.2,Europe,0.0591715976331361
1493,Guangdong Pharmaceutical University,China,263,,,,1435,68.2,Asia,0.0591715976331361
1494,Karadeniz Technical University,Turkey,27,,1136,,1440,68.2,Asia,0.0591715976331361
1495,Tallinn University of Technology,Estonia,2,,,,1437,68.2,Europe,0.0591715976331361
1496,Linyi University,China,264,,,,1438,68.2,Asia,0.0591715976331361
1497,Selçuk University,Turkey,28,,1445,,1439,68.1,Asia,0.05621301775147904
1498,Jilin Agricultural University,China,265,,,,1441,68.1,Asia,0.05621301775147904
1499,University of Malawi,Malawi,1,,,,1442,68.1,Africa,0.05621301775147904
1500,Jiangxi Agricultural University,China,266,,,,1443,68.1,Asia,0.05621301775147904
1501,Chosun University,South Korea,46,,,,1444,68.1,Asia,0.05621301775147904
1502,Tamkang University,Taiwan,20,,1454,,1445,68.1,Asia,0.05621301775147904
1503,University of Kashan,Iran,22,,,,1446,68.1,Asia,0.05621301775147904
1504,Army Engineering University of PLA,China,267,,,,1447,68.1,Asia,0.05621301775147904
1505,Bowling Green State University,USA,265,,679,,1470,68.1,America,0.05621301775147904
1506,Pontifical Catholic University of Rio Grande do Sul,Brazil,37,,930,,1458,68.1,America,0.05621301775147904
1507,University of Dhaka,Bangladesh,1,,,,1448,68.1,Asia,0.05621301775147904
1508,Wuhan Textile University,China,268,,,,1449,68.1,Asia,0.05621301775147904
1509,Carleton College,USA,266,81,327,,,68.1,America,0.05621301775147904
1510,Jiaxing University,China,269,,,,1450,68.1,Asia,0.05621301775147904
1511,Adıyaman University,Turkey,29,,,,1451,68.1,Asia,0.05621301775147904
1512,University of Pau and Pays de l'Adour,France,58,,,,1452,68.1,Europe,0.05621301775147904
1513,San Jose State University,USA,267,255,1024,,1485,68.1,America,0.05621301775147904
1514,Fayoum University,Egypt,15,,,,1453,68.1,Africa,0.05621301775147904
1515,University of Agder,Norway,10,,,,1454,68.1,Europe,0.05621301775147904
1516,Kōchi University,Japan,74,,,,1455,68.1,Asia,0.05621301775147904
1517,Princess Nourah bint Abdulrahman University,Saudi Arabia,12,,,,1456,68.1,Asia,0.05621301775147904
1518,Central Queensland University,Australia,36,,,,1457,68.1,Oceania,0.05621301775147904
1519,University of Namur,Belgium,10,341,567,,1510,68.1,Europe,0.05621301775147904
1520,Alexandru Ioan Cuza University of Iaşi,Romania,7,,,,1461,68.0,Europe,0.0532544378698224
1521,Shimane University,Japan,75,,,,1462,68.0,Asia,0.0532544378698224
1522,National Taiwan Ocean University,Taiwan,21,,1020,,1467,68.0,Asia,0.0532544378698224
1523,Oxford Brookes University,United Kingdom,78,,,,1463,68.0,Europe,0.0532544378698224
1524,Western Michigan University,USA,268,,1059,,1469,68.0,America,0.0532544378698224
1525,Maria Sklodowska-Curie National Research Institute of Oncology,Poland,28,,,,1464,68.0,Europe,0.0532544378698224
1526,State University of Londrina,Brazil,38,,,,1465,68.0,America,0.0532544378698224
1527,University of Occupational and Environmental Health Japan,Japan,76,,,,1466,68.0,Asia,0.0532544378698224
1528,Chengdu University of Traditional Chinese Medicine,China,270,,,,1468,68.0,Asia,0.0532544378698224
1529,Chongqing Technology and Business University,China,271,,,,1471,68.0,Asia,0.0532544378698224
1530,"California State University, Sacramento",USA,269,,582,,1508,68.0,America,0.0532544378698224
1531,National Chengchi University,Taiwan,22,,151,,1864,68.0,Asia,0.0532544378698224
1532,Wakayama Medical University,Japan,77,,,,1472,68.0,Asia,0.0532544378698224
1533,Ball State University,USA,270,,532,,1520,68.0,America,0.0532544378698224
1534,Institute of Solid State Physics of the Russian Academy of Sciences,Russia,27,51,,,,68.0,Europe,0.0532544378698224
1535,Taras Shevchenko National University of Kyiv,Ukraine,2,490,,,1474,68.0,Europe,0.0532544378698224
1536,Middlesex University,United Kingdom,79,531,777,,1490,68.0,Europe,0.0532544378698224
1537,"École supérieure de chimie, physique, électronique de Lyon",France,59,32,812,,,68.0,Europe,0.0532544378698224
1538,Indian Institute of Technology Bhubaneswar,India,41,,,,1475,68.0,Asia,0.0532544378698224
1539,College of the Holy Cross,USA,271,190,72,,,68.0,America,0.0532544378698224
1540,Nazarbayev University,Kazakhstan,1,,,,1477,68.0,Asia,0.0532544378698224
1541,Anhui University of Science and Technology,China,272,,1099,,1483,68.0,Asia,0.0532544378698224
1542,Medical University Sofia,Bulgaria,2,,,,1478,68.0,Europe,0.0532544378698224
1543,Kharkiv Institute of Physics and Technology,Ukraine,3,,,,1479,68.0,Europe,0.0532544378698224
1544,Minia University,Egypt,16,,,,1480,67.9,Africa,0.05029585798816577
1545,National Kaohsiung University of Science and Technology,Taiwan,23,,1533,,1481,67.9,Asia,0.05029585798816577
1546,Shanxi Agricultural University,China,273,,,,1482,67.9,Asia,0.05029585798816577
1547,Lebanese American University,Lebanon,2,,,,1484,67.9,Asia,0.05029585798816577
1548,University of South-Eastern Norway,Norway,11,,,,1486,67.9,Europe,0.05029585798816577
1549,Fırat University,Turkey,30,,,,1487,67.9,Asia,0.05029585798816577
1550,University of Avignon,France,60,,,,1488,67.9,Europe,0.05029585798816577
1551,Kafkas University,Turkey,31,,,,1489,67.9,Asia,0.05029585798816577
1552,Doshisha University,Japan,78,,120,,,67.9,Asia,0.05029585798816577
1553,"California State University, Long Beach",USA,272,,1584,,1491,67.9,America,0.05029585798816577
1554,Changchun University of Science and Technology,China,274,,,,1492,67.9,Asia,0.05029585798816577
1555,Pavol Jozef Šafárik University in Košice,Slovak Republic,2,,,,1493,67.9,Europe,0.05029585798816577
1556,"University of Puerto Rico, Medical Sciences Campus",USA,273,,,,1494,67.9,America,0.05029585798816577
1557,"University of San Francisco, Quito",Ecuador,1,,,,1495,67.9,America,0.05029585798816577
1558,National Institute of Amazonian Research (INPA),Brazil,39,,,,1496,67.9,America,0.05029585798816577
1559,Jazan University,Saudi Arabia,13,,,,1497,67.9,Asia,0.05029585798816577
1560,University of Kragujevac,Serbia,3,,,,1498,67.9,Europe,0.05029585798816577
1561,Open University of Catalonia,Spain,47,,1679,216,1982,67.9,Europe,0.05029585798816577
1562,Kagawa University,Japan,79,,1055,,1505,67.9,Asia,0.05029585798816577
1563,Poznań University of Life Sciences,Poland,29,,,,1499,67.9,Europe,0.05029585798816577
1564,Free University of Bozen-Bolzano,Italy,60,,,,1500,67.9,Europe,0.05029585798816577
1565,Chongqing Normal University,China,275,,,,1501,67.9,Asia,0.05029585798816577
1566,Vienna University of Economics and Business,Austria,15,,174,,1824,67.9,Europe,0.05029585798816577
1567,University of Southern Mississippi,USA,274,,,,1502,67.9,America,0.05029585798816577
1568,Xinxiang Medical University,China,276,,,,1503,67.8,Asia,0.04733727810650871
1569,V.A. Steklov Mathematical Institute of the Russian Academy of Sciences,Russia,28,,,255,1764,67.8,Europe,0.04733727810650871
1570,Indian Institute of Technology Gandhinagar,India,42,,,,1504,67.8,Asia,0.04733727810650871
1571,Iuliu Hațieganu University of Medicine and Pharmacy,Romania,8,,,,1506,67.8,Europe,0.04733727810650871
1572,Tokat Gaziosmanpaşa University,Turkey,32,,,,1507,67.8,Asia,0.04733727810650871
1573,Tamil Nadu Dr. M.G.R. Medical University,India,43,,,,1509,67.8,Asia,0.04733727810650871
1574,Urmia University,Iran,23,,,,1511,67.8,Asia,0.04733727810650871
1575,Shanghai Institute of Technology,China,277,,,,1512,67.8,Asia,0.04733727810650871
1576,National University of Rosario,Argentina,4,,,,1513,67.8,America,0.04733727810650871
1577,Hamamatsu University School of Medicine,Japan,80,,,,1514,67.8,Asia,0.04733727810650871
1578,Montclair State University,USA,275,,1520,,1515,67.8,America,0.04733727810650871
1579,East China Jiaotong University,China,278,,1371,,1516,67.8,Asia,0.04733727810650871
1580,XLRI - Xavier School of Management,India,44,,56,,,67.8,Asia,0.04733727810650871
1581,MARA University of Technology,Malaysia,6,,1718,,1517,67.8,Asia,0.04733727810650871
1582,Kwansei Gakuin University,Japan,81,,144,,1977,67.8,Asia,0.04733727810650871
1583,Kermanshah University of Medical Sciences,Iran,24,,,,1519,67.8,Asia,0.04733727810650871
1584,Federal University of Sergipe,Brazil,40,,,,1521,67.8,America,0.04733727810650871
1585,Ochanomizu University,Japan,82,,,,1522,67.8,Asia,0.04733727810650871
1586,Texas Christian University,USA,276,,,,1523,67.8,America,0.04733727810650871
1587,Polytechnic Institute of Porto,Portugal,9,,,,1524,67.8,Europe,0.04733727810650871
1588,University of South Dakota,USA,277,306,,,1540,67.8,America,0.04733727810650871
1589,University of Trás-os-Montes and Alto Douro,Portugal,10,,,,1525,67.8,Europe,0.04733727810650871
1590,Institute of Tropical Medicine Antwerp,Belgium,11,,,,1526,67.8,Europe,0.04733727810650871
1591,Saveetha Institute of Medical And Technical Sciences,India,45,,,,1527,67.8,Asia,0.04733727810650871
1592,University of Electro-Communications,Japan,83,,,,1528,67.7,Asia,0.044378698224852076
1593,Taizhou University (Zhejiang),China,279,,,,1529,67.7,Asia,0.044378698224852076
1594,International University of Health and Welfare,Japan,84,,,,1530,67.7,Asia,0.044378698224852076
1595,Özyeğin University,Turkey,33,,,,1531,67.7,Asia,0.044378698224852076
1596,University of Sannio,Italy,61,,,,1532,67.7,Europe,0.044378698224852076
1597,Freiberg University of Mining and Technology,Germany,61,,,,1533,67.7,Europe,0.044378698224852076
1598,"National Institute of Technology, Tiruchirappalli",India,46,,316,,1677,67.7,Asia,0.044378698224852076
1599,ISCTE – University Institute of Lisbon,Portugal,11,,613,,1567,67.7,Europe,0.044378698224852076
1600,Aichi Medical University,Japan,85,,,,1534,67.7,Asia,0.044378698224852076
1601,University of Salford,United Kingdom,80,,1415,,1536,67.7,Europe,0.044378698224852076
1602,British University in Egypt,Egypt,17,,,,1535,67.7,Africa,0.044378698224852076
1603,Bahçeşehir University,Turkey,34,,,,1537,67.7,Asia,0.044378698224852076
1604,Federation University Australia,Australia,37,,,,1538,67.7,Oceania,0.044378698224852076
1605,Nova Southeastern University,USA,278,,1122,,1542,67.7,America,0.044378698224852076
1606,Chapman University,USA,279,,1161,,1541,67.7,America,0.044378698224852076
1607,University of Gondar,Ethiopia,2,,,,1539,67.7,Africa,0.044378698224852076
1608,BI Norwegian Business School,Norway,12,,450,265,1815,67.7,Europe,0.044378698224852076
1609,Feng Chia University,Taiwan,24,,565,,1591,67.7,Asia,0.044378698224852076
1610,Pontifical Javeriana University,Colombia,4,,952,,1548,67.7,America,0.044378698224852076
1611,University of Minnesota Duluth,USA,280,297,1376,,1565,67.7,America,0.044378698224852076
1612,University of Guilan,Iran,25,,,,1543,67.7,Asia,0.044378698224852076
1613,Ludong University,China,280,,,,1544,67.7,Asia,0.044378698224852076
1614,Nara Medical University,Japan,86,,,,1545,67.7,Asia,0.044378698224852076
1615,University of Nigeria,Nigeria,2,,1732,,1546,67.7,Africa,0.044378698224852076
1616,Witten/Herdecke University,Germany,62,,1112,,1554,67.7,Europe,0.044378698224852076
1617,Kyushu Institute of Technology,Japan,87,,,,1547,67.6,Asia,0.04142011834319502
1618,SOAS University of London,United Kingdom,81,70,1041,,,67.6,Europe,0.04142011834319502
1619,Hamburg University of Technology,Germany,63,,,,1549,67.6,Europe,0.04142011834319502
1620,Diego Portales University,Chile,10,,,,1550,67.6,America,0.04142011834319502
1621,Kookmin University,South Korea,47,,1474,,1552,67.6,Asia,0.04142011834319502
1622,University of Malta,Malta,1,,,,1551,67.6,Europe,0.04142011834319502
1623,Suranaree University of Technology,Thailand,7,,,,1553,67.6,Asia,0.04142011834319502
1624,Necmettin Erbakan University,Turkey,35,,,,1555,67.6,Asia,0.04142011834319502
1625,Amrita Vishwa Vidyapeetham,India,47,,,,1556,67.6,Asia,0.04142011834319502
1626,Erzincan Binali Yıldırım University,Turkey,36,,,,1557,67.6,Asia,0.04142011834319502
1627,University of Zambia,Zambia,1,,,,1558,67.6,Africa,0.04142011834319502
1628,Lobachevsky University,Russia,29,,1334,,1559,67.6,Europe,0.04142011834319502
1629,University of Rijeka,Croatia,3,,,,1560,67.6,Europe,0.04142011834319502
1630,Sabancı University,Turkey,37,,956,,1570,67.6,Asia,0.04142011834319502
1631,Maria Curie-Skłodowska University,Poland,30,,1466,,1561,67.6,Europe,0.04142011834319502
1632,Savitribai Phule Pune University,India,48,564,1286,,1564,67.6,Asia,0.04142011834319502
1633,Lincoln University,New Zealand,8,,,,1562,67.6,Oceania,0.04142011834319502
1634,National Chung Cheng University,Taiwan,25,,,,1563,67.6,Asia,0.04142011834319502
1635,Mendel University in Brno,Czech Republic,9,,,,1566,67.6,Europe,0.04142011834319502
1636,Clark University,USA,281,,273,,1748,67.6,America,0.04142011834319502
1637,Kwangwoon University,South Korea,48,,1744,,1568,67.6,Asia,0.04142011834319502
1638,Nanjing University of Finance & Economics,China,281,,,,1569,67.6,Asia,0.04142011834319502
1639,China West Normal University,China,282,,,,1571,67.6,Asia,0.04142011834319502
1640,Baruch College,USA,282,,1114,274,1750,67.6,America,0.04142011834319502
1641,Xinyang Normal University,China,283,,,,1572,67.6,Asia,0.04142011834319502
1642,Ondokuz Mayıs University,Turkey,38,,,,1573,67.5,Asia,0.03846153846153838
1643,Jamia Millia Islamia,India,49,,1622,,1575,67.5,Asia,0.03846153846153838
1644,Federal University of Rio Grande,Brazil,41,,,,1574,67.5,America,0.03846153846153838
1645,Bahauddin Zakariya University,Pakistan,9,,,,1576,67.5,Asia,0.03846153846153838
1646,Nagasaki Institute of Applied Science,Japan,88,,,,1577,67.5,Asia,0.03846153846153838
1647,"Indian Statistical Institute, Kolkata",India,50,245,,,1625,67.5,Asia,0.03846153846153838
1648,Liaoning University of Technology,China,284,,,,1578,67.5,Asia,0.03846153846153838
1649,Sheffield Hallam University,United Kingdom,82,,1714,,1581,67.5,Europe,0.03846153846153838
1650,Catholic University of the North,Chile,11,,,,1580,67.5,America,0.03846153846153838
1651,Institute of Applied Physics of the Russian Academy of Sciences,Russia,30,,,,1582,67.5,Europe,0.03846153846153838
1652,Jacobs University,Germany,64,,,,1583,67.5,Europe,0.03846153846153838
1653,Michoacán University of San Nicolás of Hidalgo,Mexico,12,,,,1584,67.5,America,0.03846153846153838
1654,University of Veterinary Medicine Hanover,Germany,65,392,,,1593,67.5,Europe,0.03846153846153838
1655,University of Valparaíso,Chile,12,,,,1585,67.5,America,0.03846153846153838
1656,Nagoya Institute of Technology,Japan,89,,1529,,1589,67.5,Asia,0.03846153846153838
1657,Tribhuvan University,Nepal,1,,,,1587,67.5,Asia,0.03846153846153838
1658,Semnan University,Iran,26,,,,1588,67.5,Asia,0.03846153846153838
1659,Harbin Normal University,China,285,,1558,,1590,67.5,Asia,0.03846153846153838
1660,Catholic University of Portugal,Portugal,12,,704,,1615,67.5,Europe,0.03846153846153838
1661,Thammasat University,Thailand,8,,484,,1657,67.5,Asia,0.03846153846153838
1662,Dongbei University of Finance and Economics,China,286,,153,,,67.5,Asia,0.03846153846153838
1663,Yancheng Institute of Technology,China,287,,,,1592,67.5,Asia,0.03846153846153838
1664,Hanken School of Economics,Finland,10,,103,,,67.5,Europe,0.03846153846153838
1665,Chengdu University of Information Technology,China,288,,1678,,1594,67.5,Asia,0.03846153846153838
1667,"California State University, Los Angeles",USA,283,,915,,1604,67.4,America,0.03550295857988174
1668,Jimei University,China,290,,1658,,1596,67.4,Asia,0.03550295857988174
1669,Central University of Finance and Economics,China,291,,447,,1675,67.4,Asia,0.03550295857988174
1670,Binzhou Medical University,China,292,,,,1597,67.4,Asia,0.03550295857988174
1671,Clarkson University,USA,284,,931,,1605,67.4,America,0.03550295857988174
1672,King Mongkut's University of Technology Thonburi,Thailand,9,,1469,,1598,67.4,Asia,0.03550295857988174
1673,Slovak University of Technology in Bratislava,Slovak Republic,3,,,,1599,67.4,Europe,0.03550295857988174
1674,Shahid Bahonar University of Kerman,Iran,27,,,,1600,67.4,Asia,0.03550295857988174
1675,International Islamic University Malaysia,Malaysia,7,,,,1601,67.4,Asia,0.03550295857988174
1676,Georgian Technical University,Georgia,3,,,,1602,67.4,Asia,0.03550295857988174
1677,University of the Philippines Manila,Philippines,1,,1047,,1607,67.4,Asia,0.03550295857988174
1678,Hainan Medical University,China,293,,,,1603,67.4,Asia,0.03550295857988174
1679,University of Tulsa,USA,285,,197,,1894,67.4,America,0.03550295857988174
1680,Air Force Engineering University,China,294,,,,1606,67.4,Asia,0.03550295857988174
1681,Arts et Métiers Sciences et Technologies,France,61,493,399,,1713,67.4,Europe,0.03550295857988174
1682,Liaoning Normal University,China,295,,1194,,1614,67.4,Asia,0.03550295857988174
1683,University of Peradeniya,Sri Lanka,1,,,,1608,67.4,Asia,0.03550295857988174
1684,Antonio Nariño University,Colombia,5,,,,1609,67.4,America,0.03550295857988174
1686,Lithuanian University of Health Sciences,Lithuania,2,,,,1611,67.4,Europe,0.03550295857988174
1687,Kyorin University,Japan,90,,,,1613,67.4,Asia,0.03550295857988174
1688,University of Perpignan,France,62,,,,1616,67.4,Europe,0.03550295857988174
1689,CY Cergy Paris University,France,63,,,,1617,67.4,Europe,0.03550295857988174
1690,"Institute of Physics, Azerbaijan National Academy of Sciences",Azerbaijan,1,,,,1618,67.4,Asia,0.03550295857988174
1691,Federal Rural University of Pernambuco,Brazil,42,,,,1619,67.4,America,0.03550295857988174
1692,Ningxia Medical University,China,297,,,,1620,67.4,Asia,0.03550295857988174
1693,National University of the Littoral,Argentina,5,,,,1621,67.3,America,0.032544378698224685
1694,Shaoxing University,China,298,,,,1622,67.3,Asia,0.032544378698224685
1695,University of Lahore,Pakistan,10,,,,1623,67.3,Asia,0.032544378698224685
1696,Norwegian School of Sport Sciences,Norway,13,,,,1624,67.3,Europe,0.032544378698224685
1697,Cleveland State University,USA,286,,771,,1646,67.3,America,0.032544378698224685
1698,University of Science and Technology Liaoning,China,299,,858,,1637,67.3,Asia,0.032544378698224685
1699,Qinghai University,China,300,,,,1626,67.3,Asia,0.032544378698224685
1700,University of Kurdistan,Iran,28,,,,1627,67.3,Asia,0.032544378698224685
1701,Jimma University,Ethiopia,3,,,,1628,67.3,Africa,0.032544378698224685
1702,East China University of Technology,China,301,,,,1629,67.3,Asia,0.032544378698224685
1703,Reed College,USA,287,57,1306,,,67.3,America,0.032544378698224685
1704,University of Huelva,Spain,48,,,,1630,67.3,Europe,0.032544378698224685
1705,Rikkyo University,Japan,91,537,420,,1717,67.3,Asia,0.032544378698224685
1706,Guangdong Ocean University,China,302,,,,1631,67.3,Asia,0.032544378698224685
1707,University of Notre Dame Australia,Australia,38,,,,1632,67.3,Oceania,0.032544378698224685
1708,Shanxi Normal University,China,303,,,,1633,67.3,Asia,0.032544378698224685
1709,Jianghan University,China,304,,,,1634,67.3,Asia,0.032544378698224685
1710,Mazandaran University of Medical Sciences,Iran,29,,,,1635,67.3,Asia,0.032544378698224685
1711,University of Guanajuato,Mexico,13,,1504,,1636,67.3,America,0.032544378698224685
1712,University of Tabuk,Saudi Arabia,14,,,,1639,67.3,Asia,0.032544378698224685
1713,Ahvaz Jundishapur University of Medical Sciences,Iran,30,,,,1640,67.3,Asia,0.032544378698224685
1714,University of Massachusetts Dartmouth,USA,288,,1369,,1641,67.3,America,0.032544378698224685
1715,Claremont Graduate University,USA,289,395,,282,1754,67.3,America,0.032544378698224685
1716,Nelson Mandela University,South Africa,12,,1422,,1642,67.3,Africa,0.032544378698224685
1717,University of Québec at Trois-Rivières,Canada,34,,,,1643,67.3,America,0.032544378698224685
1718,Shiga University of Medical Science,Japan,92,,,,1644,67.3,Asia,0.032544378698224685
1719,Grinnell College,USA,290,48,,,,67.2,America,0.02958579881656805
1720,B.I. Stepanov Institute of Physics of The National Academy of Sciences of Belarus,Belarus,2,,,,1645,67.2,Europe,0.02958579881656805
1721,Lanzhou Jiaotong University,China,305,,,,1647,67.2,Asia,0.02958579881656805
1722,University of Agriculture in Krakow,Poland,31,,,,1648,67.2,Europe,0.02958579881656805
1723,Trent University,Canada,35,,1459,,1651,67.2,America,0.02958579881656805
1724,Medical University of Białystok,Poland,32,,,,1649,67.2,Europe,0.02958579881656805
1725,Mae Fah Luang University,Thailand,10,,,,1650,67.2,Asia,0.02958579881656805
1726,Krasnoyarsk Science Center of the Siberian Branch of the Russian Academy of Sciences,Russia,31,,,,1652,67.2,Europe,0.02958579881656805
1727,DePaul University,USA,291,388,596,,1703,67.2,America,0.02958579881656805
1728,N.N. Semenov Institute of Chemical Physics of the Russian Academy of Sciences,Russia,32,,,217,,67.2,Europe,0.02958579881656805
1729,Bu-Ali Sina University,Iran,31,,,,1653,67.2,Asia,0.02958579881656805
1730,Texas Tech University Health Sciences Center,USA,292,,,,1654,67.2,America,0.02958579881656805
1731,LSU Health Sciences Center Shreveport,USA,293,,,,1655,67.2,America,0.02958579881656805
1732,Polytechnic University of Hauts-de-France,France,64,,,,1656,67.2,Europe,0.02958579881656805
1733,Eastern Virginia Medical School,USA,294,,,,1658,67.2,America,0.02958579881656805
1734,St. Marianna University School of Medicine,Japan,93,,,,1659,67.2,Asia,0.02958579881656805
1735,Edinburgh Napier University,United Kingdom,83,,,,1660,67.2,Europe,0.02958579881656805
1736,Wonkwang University,South Korea,49,,,,1661,67.2,Asia,0.02958579881656805
1737,University of Évora,Portugal,13,,1569,,1663,67.2,Europe,0.02958579881656805
1738,PETRONAS University of Technology,Malaysia,8,,,,1662,67.2,Asia,0.02958579881656805
1739,University of Leoben,Austria,16,,1214,,1667,67.2,Europe,0.02958579881656805
1740,Georgia Southern University,USA,295,,,,1664,67.2,America,0.02958579881656805
1741,Qassim University,Saudi Arabia,15,,,,1665,67.2,Asia,0.02958579881656805
1742,Pontifical Catholic University of Peru,Peru,2,,1442,,1666,67.2,America,0.02958579881656805
1743,Space Research Institute of the Russian Academy of Sciences,Russia,33,,,276,1828,67.2,Europe,0.02958579881656805
1744,Technical University of Ostrava,Czech Republic,10,,793,,1684,67.2,Europe,0.02958579881656805
1745,Federal University of Mato Grosso,Brazil,43,,,,1668,67.1,America,0.026627218934910993
1746,Glasgow Caledonian University,United Kingdom,84,,,,1669,67.1,Europe,0.026627218934910993
1747,Sapporo Medical University,Japan,94,,,,1670,67.1,Asia,0.026627218934910993
1748,Roskilde University,Denmark,7,,,,1671,67.1,Europe,0.026627218934910993
1749,University of Lethbridge,Canada,36,310,,,1693,67.1,America,0.026627218934910993
1750,Second Institute of Oceanography,China,306,,,,1672,67.1,Asia,0.026627218934910993
1751,Chongqing Jiaotong University,China,307,,,,1673,67.1,Asia,0.026627218934910993
1752,Razi University,Iran,32,,,,1674,67.1,Asia,0.026627218934910993
1753,Hebei University of Science and Technology,China,308,,,,1676,67.1,Asia,0.026627218934910993
1754,King Faisal University,Saudi Arabia,16,,,,1678,67.1,Asia,0.026627218934910993
1755,Bharathiar University,India,51,,1280,,1679,67.1,Asia,0.026627218934910993
1756,Sookmyung Women's University,South Korea,50,,1037,,1688,67.1,Asia,0.026627218934910993
1757,Mekelle University,Ethiopia,4,,,,1680,67.1,Africa,0.026627218934910993
1758,University of Lagos,Nigeria,3,,,,1681,67.1,Africa,0.026627218934910993
1759,University of Ruhuna,Sri Lanka,2,,,,1682,67.1,Asia,0.026627218934910993
1760,University of Koblenz,Germany,66,,,,1683,67.1,Europe,0.026627218934910993
1761,Technical University of Ilmenau,Germany,67,,,,1685,67.1,Europe,0.026627218934910993
1762,Payame Noor University,Iran,33,,,,1686,67.1,Asia,0.026627218934910993
1763,Hubei University of Medicine,China,309,,,,1687,67.1,Asia,0.026627218934910993
1764,I-Shou University,Taiwan,26,,,,1689,67.1,Asia,0.026627218934910993
